repository_name,signature_id,framework_id,signature_hash,machine_platform,should_alert,has_subtests,extra_options,tags,option_collection_hash,test,suite,lower_is_better,name,parent_signature,repository_id,measurement_unit,application,job_id,entry_id,push_timestamp,value,revision,push_id,single_alert_new_value,single_alert_classifier,alert_summary_prev_push_revision,alert_summary_id,single_alert_amount_pct,single_alert_prev_value,alert_summary_first_triaged,alert_summary_framework,single_alert_series_signature_framework_id,single_alert_series_signature_suite_public_name,alert_summary_related_alerts,single_alert_taskcluster_metadata_retry_id,alert_summary_prev_push_id,alert_summary_status,single_alert_status,alert_summary_assignee_username,single_alert_prev_taskcluster_metadata_task_id,alert_summary_bug_number,alert_summary_bug_due_date,single_alert_series_signature_test_public_name,alert_summary_issue_tracker,single_alert_amount_abs,single_alert_id,single_alert_taskcluster_metadata_task_id,single_alert_backfill_record_total_backfills_successful,single_alert_summary_id,single_alert_prev_taskcluster_metadata_retry_id,single_alert_is_regression,single_alert_manually_created,single_alert_classifier_email,single_alert_backfill_record_total_backfills_failed,single_alert_backfill_record_total_actions_triggered,alert_summary_assignee_email,alert_summary_creation_timestamp,single_alert_prev_profile_url,alert_summary_notes,single_alert_noise_profile,single_alert_related_summary_id,alert_summary_bug_updated,single_alert_profile_url,single_alert_backfill_record_context,single_alert_starred,single_alert_backfill_record_total_backfills_in_progress,single_alert_t_value,single_alert_series_signature_suite,single_alert_backfill_record_status,single_alert_series_signature_tags,alert_summary_triage_due_date,alert_summary_status_general
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,445524445,1836778756,2024-02-01 15:13:15,1945.855,4c0f3596adddb0c1c9fe6c27165bf86798d2f1f6,1370168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,445534445,1836814827,2024-02-01 15:45:31,1973.295,c9147db5b900da6c93e1ef516fcee4d9375322ac,1370182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,445538112,1836826521,2024-02-01 16:34:05,1957.269,9fde9b753918580c63434a4056f7a0cfc2bbefda,1370232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,445642979,1837344220,2024-02-02 09:03:54,1900.616,a8f990a1461e92ea29b178d183739ab4279d355b,1370723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,445646087,1837365023,2024-02-02 09:16:30,1966.243,ad9f945b0588b8e71d2bc8a24a4bae78ac518fe7,1370728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,445703132,1837553198,2024-02-02 13:30:35,1955.05,6b188bc6018b6ae663c50ce4264249f2208dca31,1370825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,445724648,1837683861,2024-02-02 18:17:20,2090.877,2a92c9f6ad73c6919eca1fda86f98e644f90bced,1371042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,445804493,1838031032,2024-02-03 09:17:37,1921.828,7514647daa8f9fce23b12cb76cda187c12c65ec9,1371371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,445851247,1838270080,2024-02-04 07:01:15,1927.587,b90706774a91a89aad7410bc904246d5f0cc89d6,1371494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,445851364,1838270892,2024-02-04 07:10:52,1875.707,97a9e1afca4b4f861b1f512ecb74d9beae03701f,1371498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,445856052,1838297701,2024-02-04 09:20:23,1899.291,2e2c077318b2178732ec140527e75b30638a12c7,1371504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,445915149,1838704917,2024-02-05 08:56:25,1946.141,b65739114a8d799c15f643b020b341e2822d28c3,1371648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,445915936,1838710725,2024-02-05 09:17:25,1992.911,5b697b0438ae5c3ccf005657eae8e3c59d97a05e,1371659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,445979243,1838907037,2024-02-05 13:29:23,2022.677,0654c956f522ea81b9e060775a51309739551f70,1371825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,446087207,1839445313,2024-02-06 08:23:02,1893.212,562b0ae0eca50b88282d822fb79af7f8bbf5f9cc,1372463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
mozilla-beta,5027409,2,3c15b4f6e169725bc9f93a20e47b45f07493750c,android-5-0-aarch64,True,True,,,f69e1b00908837bf0550250abb1645014317e8ec,,build times,True,build times pgo instrumented taskcluster-projects/970387039909/machineTypes/c2-standard-16,,6,,,446092386,1839465464,2024-02-06 09:14:55,1983.531,7e1760ca80cfe6f02a0679e3725187bc2b3ad7d1,1372486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
