repository_name,signature_id,framework_id,signature_hash,machine_platform,should_alert,has_subtests,extra_options,tags,option_collection_hash,test,suite,lower_is_better,name,parent_signature,repository_id,measurement_unit,application,job_id,entry_id,push_timestamp,value,revision,push_id
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1698947112,2023-05-22T13:08:08,119.5,5d18e7ffe2f3e4505ea815d584d20e66ad10f515,1244363
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1699182329,2023-05-23T00:38:18,126.17,90cc6042aa21102c5db1104ebf025b2996581c5b,1244750
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1699450160,2023-05-23T15:58:01,117.03,a44ca539ad3031e86cf3b1fa07cb51c6ba7ba37b,1245208
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1699814184,2023-05-24T01:18:14,127.86,46f3836ae308bd5f050a226c1857363810e62000,1245563
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1700126472,2023-05-24T15:25:29,126.56,a25f43e48ba8b944eb9c66e1b21d4e3658092c7a,1245955
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1700425849,2023-05-25T01:44:38,123.08,90985443f1338ec4bd0e9a63f11e052ab0779376,1246337
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1701106710,2023-05-26T04:30:53,131.47,44deaf6f8226a0951be31ea7cb69eff3137121cc,1247233
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1701412747,2023-05-26T14:42:56,124.83,52bf22861f4ee27e70bd79cc07e1f34a4133f4f1,1247489
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1701780571,2023-05-27T03:06:48,122.08,a9e81f840a0e4b28c82aa7cbcfc9b1ba4985eb9a,1247906
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1701906204,2023-05-27T13:41:08,121.92,2654e5d2ac2b8a66ef87344f119ff2dd4c544a85,1247950
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1701983708,2023-05-28T01:55:31,122.0,d629b13a8c8da6304ddfb85ca58b3ecacb474b87,1247997
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1702005212,2023-05-28T06:55:44,119.78,4a743b68e920d0b056c57ca09173362e6a413064,1248004
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1702089319,2023-05-28T06:55:44,118.86,4a743b68e920d0b056c57ca09173362e6a413064,1248004
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1702302040,2023-05-29T15:40:08,124.42,e4090d22acff7840c21f94198a6c3238fc1ecd7c,1248302
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1702536926,2023-05-30T00:36:03,121.89,26617807331acee7d73a9b832c929dd3b3a7f77b,1248522
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1702802120,2023-05-30T15:06:14,126.33,39836ba68f957c87fd2f4bd7a321a81e8cd8f1a2,1248877
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1703179807,2023-05-31T03:15:09,117.28,f2076cc57736ffb4febebc16829dcaf7b94fa8f5,1249264
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1703726225,2023-05-31T15:27:10,127.69,4a9a726a18f8f03452e08da30df8753345407116,1249600
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1704221158,2023-06-01T03:24:34,125.97,a8f8dd3dab8477c30bee52fa93055d240473f5bf,1250132
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1704637844,2023-06-01T14:48:15,119.44,c9f7f928f5004b55d650428095220f403b496618,1250422
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1704971765,2023-06-02T04:12:13,123.97,f25f2cce5109ef79f65cc6649b31d0710248c6e5,1250802
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1705213884,2023-06-02T14:14:28,123.19,8517b1456dd07f9029be5d122ccb6d3e171cf5e5,1251046
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1705421021,2023-06-03T01:42:26,116.69,a8cadd6aed3894c052c28f66c7e15e71acae03e2,1251347
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1705539595,2023-06-03T13:24:48,125.83,05a8d2a5115af39e42bb02a9177db785a5946d67,1251397
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1705600283,2023-06-04T01:28:40,120.61,f018799da550ef9230f1f490aea521abb80f70d0,1251459
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1705681752,2023-06-04T15:45:29,122.11,200f6772120eae13369bd9c9f97b17894cb5048c,1251488
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1705770416,2023-06-04T15:45:29,123.81,200f6772120eae13369bd9c9f97b17894cb5048c,1251488
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1705976004,2023-06-05T14:48:11,125.67,a37ad25ecf5f26cfa0cb0a40d9a850c83710880d,1251814
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1706307366,2023-06-06T02:57:40,122.19,f6c2cdd6359974d87117abb287e8451fa8845b03,1252258
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1706685235,2023-06-06T15:25:41,121.39,1cd69fec56725410af855eda923ab1afe99ae0b2,1252601
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1707103571,2023-06-07T01:14:30,130.25,990470377ff0570d4974f50f4a40590e0fe51749,1252885
firefox-android,4653590,13,62ef310907e572e09af41b950e588d3012183fd2,android-hw-a51-11-0-aarch64-shippable-qr,,True,,|w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,,youtube-playback-av1-sfr,True,youtube-playback-av1-sfr opt webrender,,127,score,fenix,,1707377638,2023-06-07T12:58:52,127.78,784ecbfb2777f13878bfacb6281bd0588872abc6,1253098
