repository_name,signature_id,framework_id,signature_hash,machine_platform,should_alert,has_subtests,extra_options,tags,option_collection_hash,test,suite,lower_is_better,name,parent_signature,repository_id,measurement_unit,application,job_id,entry_id,push_timestamp,value,revision,push_id
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553939,1818032464,2023-12-18T15:32:01,1385.6,1f258ddd281c5658ba33f08cd8d4d738a82ba133,1350241
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553940,1818032910,2023-12-18T15:32:01,1406.5,1f258ddd281c5658ba33f08cd8d4d738a82ba133,1350241
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553941,1818032092,2023-12-18T15:32:01,1374.6,1f258ddd281c5658ba33f08cd8d4d738a82ba133,1350241
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553942,1818033095,2023-12-18T15:32:01,1428.0,1f258ddd281c5658ba33f08cd8d4d738a82ba133,1350241
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553943,1818033186,2023-12-18T15:32:01,1399.4,1f258ddd281c5658ba33f08cd8d4d738a82ba133,1350241
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,,1813809679,2023-12-18T15:32:01,1412.1,1f258ddd281c5658ba33f08cd8d4d738a82ba133,1350241
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553944,1818033562,2023-12-18T20:14:14,1387.2,3483f72050b86fbe37d46845909b6a8913d18f88,1350499
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553945,1818033778,2023-12-18T20:14:14,1409.8,3483f72050b86fbe37d46845909b6a8913d18f88,1350499
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553946,1818033859,2023-12-18T20:14:14,1387.9,3483f72050b86fbe37d46845909b6a8913d18f88,1350499
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553947,1818034198,2023-12-18T20:14:14,1391.7,3483f72050b86fbe37d46845909b6a8913d18f88,1350499
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553948,1818034372,2023-12-18T20:14:14,1404.2,3483f72050b86fbe37d46845909b6a8913d18f88,1350499
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553914,1818028905,2023-12-18T20:21:59,1393.8,91e1cf94a3091fa398b4ca4136b7108bf1bff04f,1350502
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553915,1818028801,2023-12-18T20:21:59,1387.4,91e1cf94a3091fa398b4ca4136b7108bf1bff04f,1350502
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553917,1818030090,2023-12-18T20:21:59,1389.6,91e1cf94a3091fa398b4ca4136b7108bf1bff04f,1350502
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553918,1818030913,2023-12-18T20:21:59,1394.9,91e1cf94a3091fa398b4ca4136b7108bf1bff04f,1350502
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553921,1818031098,2023-12-18T20:21:59,1441.3,91e1cf94a3091fa398b4ca4136b7108bf1bff04f,1350502
mozilla-beta,4975396,13,51750359e7561b32b4927cf659d6473fe90f0994,windows10-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,largestContentfulPaint,instagram,True,instagram largestContentfulPaint opt cold fission webrender,,6,ms,firefox,441553912,1818028222,2023-12-19T09:15:36,1469.0,0152bfc35103b64cec60d0bd86912c290c913997,1350796
